LocationID,Ptrip_count,Ppassenger_count,Pfare_amount,Ptip_amount,Ptotal_amount,Dtrip_count,Dpassenger_count,Dfare_amount,Dtip_amount,Dtotal_amount,Mtrip_count,Mpassenger_count,Mfare_amount,Mtip_amount,Mtotal_amount
100,125,"",4218.900000000001,33.0,4807.23,1697,1563,46444.59999999999,3505.2399999999993,57487.920000000006,-1572,"",-42225.69999999999,-3472.2399999999993,-52680.69
241,2095,834,54194.14999999999,982.0699999999999,60879.97,2521,1430,56112.109999999964,1195.92,62806.91000000006,-426,-596,-1917.9599999999773,-213.85000000000014,-1926.9400000000605
161,174,9,5629.73,60.5,6361.540000000001,4495,5178,96217.08000000003,11617.720000000007,125829.69999999931,-4321,-5169,-90587.35000000003,-11557.220000000007,-119468.1599999993
23,160,60,10420.169999999998,56.2,12300.690000000002,265,89,16318.309999999994,76.06,20364.979999999996,-105,-29,-5898.139999999996,-19.86,-8064.289999999994
39,5881,1107,165284.07000000053,1928.2700000000002,181727.8100000003,6072,1442,160936.78000000032,2330.43,177543.65000000026,-191,-335,4347.290000000212,-402.1599999999996,4184.160000000033
49,8981,6939,142984.3500000001,7598.599999999998,167152.31999999823,13769,13213,164812.2900000002,14521.489999999994,200024.24999999785,-4788,-6274,-21827.94000000012,-6922.889999999997,-32871.929999999615
176,2,2,102.00999999999999,0.0,117.6,8,3,377.89,32.129999999999995,537.2299999999999,-6,-1,-275.88,-32.129999999999995,-419.6299999999999
7,39200,53493,413970.8300000001,33129.05999999995,508009.7800000414,24115,31642,228372.65000000058,18746.299999999977,282897.1100000106,15085,21851,185598.1799999995,14382.75999999997,225112.67000003083
162,162,5,5315.8499999999985,66.52,6049.279999999999,4443,4995,97307.42000000004,11554.490000000005,126985.03999999941,-4281,-4990,-91991.57000000004,-11487.970000000005,-120935.75999999941
130,21681,20911,338613.5899999997,27534.609999999957,398640.5000000108,8409,5990,159471.30999999968,4510.9000000000015,179238.81999999925,13272,14921,179142.28,23023.709999999955,219401.68000001158
238,473,48,11923.52,125.94999999999999,13373.740000000003,18521,22711,208017.51999999993,29630.54000000012,293007.8200000066,-18048,-22663,-196093.99999999994,-29504.59000000012,-279634.0800000066
244,34164,40365,566013.8699999986,62436.609999999935,708328.7700000186,18040,19757,227629.47999999963,15932.300000000003,268847.2800000042,16124,20608,338384.38999999897,46504.30999999993,439481.4900000144
84,3,2,103.18,0.0,135.68,2,2,71.5,0.0,86.34,1,0,31.680000000000007,0.0,49.34
136,3059,1063,80325.13999999997,1510.3599999999997,89840.14999999979,3118,1581,73972.31,1834.5199999999998,82901.24999999985,-59,-518,6352.829999999973,-324.1600000000001,6938.899999999936
247,5287,4128,84565.57999999999,2565.04,96862.0199999996,6468,5732,89454.89999999997,2816.79,102275.3599999992,-1181,-1604,-4889.319999999978,-251.75,-5413.339999999604
87,398,13,15429.669999999993,38.5,17223.39,1984,1830,49644.01999999998,4253.17,62078.509999999966,-1586,-1817,-34214.34999999999,-4214.67,-44855.119999999966
171,1196,376,33949.00000000002,269.15999999999997,37981.979999999996,1793,1349,38673.94000000001,1084.1399999999999,43199.28000000004,-597,-973,-4724.939999999988,-814.9799999999999,-5217.300000000047
51,4833,588,131120.4199999998,1646.21,149472.28999999963,4326,1110,110530.4799999999,1626.1100000000004,123016.10999999965,507,-522,20589.939999999915,20.09999999999968,26456.17999999998
194,119,51,3178.05,76.38,4081.83,688,393,16019.52,496.0,21644.509999999995,-569,-342,-12841.470000000001,-419.62,-17562.679999999993
69,5926,3581,116435.20999999993,2040.6200000000001,131048.79999999925,7094,5636,115050.74999999996,3046.7000000000007,130342.10999999862,-1168,-2055,1384.4599999999773,-1006.0800000000006,706.6900000006281
129,24578,33669,304543.0499999994,12576.090000000007,354522.37000002014,25269,34040,259777.40999999957,15838.920000000002,311330.7500000166,-691,-371,44765.63999999984,-3262.8299999999945,43191.620000003546
166,43856,51458,489904.27999999997,67030.8599999998,653151.1600000017,24700,29866,217642.50999999998,24434.859999999953,271232.47000000806,19156,21592,272261.77,42595.99999999984,381918.6899999936
97,35417,36955,459262.91999999987,48677.419999999904,561145.7800000261,15627,14642,183622.8200000005,13685.440000000002,220056.1799999979,19790,22313,275640.0999999994,34991.9799999999,341089.6000000282
234,135,1,4011.04,60.5,4589.0199999999995,2675,2734,67404.24000000002,7602.579999999997,86295.1599999999,-2540,-2733,-63393.20000000002,-7542.079999999997,-81706.1399999999
239,144,5,4349.25,44.0,4872.85,10693,13224,146340.69999999998,24102.390000000127,212287.61000000182,-10549,-13219,-141991.44999999998,-24058.390000000127,-207414.7600000018
264,1516,1705,18381.91,1631.8,21052.00000000006,4579,5152,71387.91,5574.429999999997,80426.16999999942,-3063,-3447,-53006.0,-3942.6299999999965,-59374.16999999936
63,1389,317,40109.54999999999,565.97,44663.919999999984,1814,814,47899.19999999999,905.94,53377.88000000003,-425,-497,-7789.6500000000015,-339.97,-8713.960000000043
10,2121,478,55762.490000000005,1237.5600000000002,62485.639999999985,4177,2732,82874.1900000001,3606.3,94911.32999999999,-2056,-2254,-27111.7000000001,-2368.74,-32425.690000000002
77,2238,573,64758.90000000005,822.16,72315.27999999997,2486,895,66482.9400000001,988.2200000000001,74041.17000000003,-248,-322,-1724.0400000000518,-166.06000000000017,-1725.8900000000576
102,965,215,21899.299999999985,374.82,24756.25,2581,2378,40326.53999999998,2103.5199999999995,46794.210000000116,-1616,-2163,-18427.239999999994,-1728.6999999999996,-22037.960000000116
50,163,10,5078.550000000001,66.0,5628.83,2672,2212,72557.40000000001,4850.139999999998,86743.42999999996,-2509,-2202,-67478.85,-4784.139999999998,-81114.59999999996
45,450,22,16170.789999999995,57.75,17632.920000000002,1934,1498,48919.890000000014,2166.51,58390.64000000006,-1484,-1476,-32749.10000000002,-2108.76,-40757.72000000006
216,2366,919,65835.96000000011,737.7900000000001,72192.27000000005,5422,4412,112101.23000000023,4747.8600000000015,127287.19999999953,-3056,-3493,-46265.27000000012,-4010.0700000000015,-55094.929999999484
38,1107,286,37558.52999999999,531.18,41500.89,1376,563,42085.39999999999,924.6500000000001,47094.05,-269,-277,-4526.869999999995,-393.47000000000014,-5593.1600000000035
261,125,3,4745.37,27.5,5309.160000000001,1241,1052,32403.529999999995,2344.3199999999997,40480.090000000026,-1116,-1049,-27658.159999999996,-2316.8199999999997,-35170.93000000002
82,45061,58316,536092.8399999981,31649.009999999937,631910.7200000141,17486,21251,191798.96000000002,6676.439999999996,222639.68000000107,27575,37065,344293.8799999981,24972.56999999994,409271.04000001296
181,18052,19511,257516.47000000012,22574.59999999997,311066.9900000059,17452,18083,210909.54000000033,21448.849999999962,257748.4500000017,600,1428,46606.92999999979,1125.7500000000073,53318.54000000423
249,53,1,1516.0,11.0,1734.3899999999996,1729,1891,40975.719999999994,5050.579999999998,53032.060000000005,-1676,-1890,-39459.719999999994,-5039.579999999998,-51297.670000000006
167,2839,1444,56810.770000000004,965.96,64262.37,3677,2668,62802.949999999975,1411.36,70990.97000000009,-838,-1224,-5992.179999999971,-445.39999999999986,-6728.600000000086
80,5124,6298,102838.75,11613.510000000006,125244.81999999958,4113,4488,68141.3,5451.22,80262.01999999967,1011,1810,34697.45,6162.290000000005,44982.799999999916
240,307,119,9075.450000000003,74.33,10148.82,602,246,16223.79,252.95999999999998,17920.15,-295,-127,-7148.339999999998,-178.63,-7771.330000000002
25,21456,21715,306035.56999999995,26554.83,368127.93000000826,11071,10190,146468.11000000045,9057.799999999997,172495.0899999987,10385,11525,159567.4599999995,17497.030000000006,195632.84000000957
73,387,144,9653.130000000001,122.82,10716.119999999995,867,726,14966.950000000004,1036.39,17421.220000000005,-480,-582,-5313.820000000003,-913.5700000000002,-6705.1000000000095
245,22,8,1291.4999999999998,16.5,1571.11,25,11,1253.8100000000002,50.11,1600.7799999999997,-3,-3,37.6899999999996,-33.61,-29.669999999999845
113,89,10,2606.46,33.0,2937.9399999999996,1958,1823,47485.13999999999,5313.609999999999,60332.02,-1869,-1813,-44878.67999999999,-5280.609999999999,-57394.079999999994
237,247,9,8505.03,87.85,9551.22,8256,10105,132724.85000000012,17455.09000000005,182416.16999999998,-8009,-10096,-124219.82000000012,-17367.240000000053,-172864.94999999998
24,4184,4895,46504.98000000001,5760.689999999999,61164.37999999982,6202,7453,59069.870000000024,6227.489999999999,73470.3899999994,-2018,-2558,-12564.890000000014,-466.8000000000002,-12306.00999999958
160,744,300,17055.67,247.73,19254.249999999996,3528,4158,46792.58000000001,3317.900000000001,55319.10999999987,-2784,-3858,-29736.91000000001,-3070.170000000001,-36064.85999999987
70,1417,1022,26348.55999999999,646.32,29838.29,4462,5255,65101.65000000004,2995.6400000000012,75368.35999999958,-3045,-4233,-38753.09000000005,-2349.320000000001,-45530.06999999958
62,3281,978,66836.79999999994,1354.27,74906.61999999982,4486,2899,76776.14999999995,3114.4100000000003,87764.44999999987,-1205,-1921,-9939.350000000006,-1760.1400000000003,-12857.830000000045
121,2392,922,53505.90000000001,1160.27,59433.540000000045,4739,4403,77974.72000000002,4086.5099999999998,89326.06999999977,-2347,-3481,-24468.820000000007,-2926.24,-29892.52999999973
125,51,3,1578.1,5.5,1780.19,788,660,21082.15,1665.6100000000006,25645.710000000017,-737,-657,-19504.050000000003,-1660.1100000000006,-23865.52000000002
156,280,254,17963.71,250.25,21192.430000000004,254,248,15697.310000000001,234.2,18768.38000000001,26,6,2266.399999999998,16.05000000000001,2424.0499999999956
143,154,7,4541.430000000001,35.75,5074.419999999998,3935,4361,73884.38000000003,9326.210000000003,98435.19999999956,-3781,-4354,-69342.95000000003,-9290.460000000003,-93360.77999999956
219,880,225,29330.07999999999,358.59000000000003,32443.189999999995,1862,921,56243.50000000003,1180.69,61735.19,-982,-696,-26913.42000000004,-822.1,-29292.000000000007
95,34568,42163,424630.7799999987,35929.479999999974,513470.02000002866,18036,20751,197840.43,15340.729999999998,239979.3200000021,16532,21412,226790.3499999987,20588.749999999978,273490.70000002655
29,2673,937,83626.49,1152.1400000000003,91594.54999999983,2213,985,67543.24000000002,1186.97,73587.15999999989,460,-48,16083.249999999985,-34.8299999999997,18007.38999999994
226,7626,7078,140247.90000000017,5939.169999999999,162892.0899999985,11411,13082,173390.06000000026,8610.549999999994,200560.05999999808,-3785,-6004,-33142.16000000009,-2671.3799999999947,-37667.969999999565
21,1630,529,47112.21000000001,619.65,51580.51000000003,1809,762,47802.32999999996,952.05,52505.090000000004,-179,-233,-690.1199999999517,-332.4,-924.5799999999726
214,7,3,241.8,0.0,293.74,57,24,2555.6400000000003,104.99,3484.4300000000003,-50,-21,-2313.84,-104.99,-3190.6900000000005
98,539,135,15433.449999999997,175.33,17194.68,844,500,20745.809999999994,516.5899999999999,23023.340000000004,-305,-365,-5312.359999999997,-341.2599999999999,-5828.6600000000035
195,1240,847,26947.139999999985,2113.3300000000004,31882.110000000015,4433,4709,54659.76,4216.079999999998,65433.5999999998,-3193,-3862,-27712.620000000017,-2102.7499999999977,-33551.48999999979
256,3820,4395,58938.220000000016,6730.859999999995,74017.85999999956,4438,5270,60326.950000000004,6264.809999999996,73264.3599999997,-618,-875,-1388.7299999999886,466.0499999999993,753.499999999869
32,1722,450,41485.41999999998,795.47,47570.48000000002,1746,753,37717.259999999995,667.55,42205.24000000007,-24,-303,3768.1599999999817,127.92000000000007,5365.239999999947
60,1533,677,30923.260000000002,491.53000000000003,34949.100000000006,1835,1150,34826.22000000001,667.25,39163.830000000045,-302,-473,-3902.9600000000064,-175.71999999999997,-4214.73000000004
90,185,15,5999.319999999999,85.25,6760.029999999999,2329,1828,68161.11000000003,4887.8099999999995,82460.18999999996,-2144,-1813,-62161.79000000003,-4802.5599999999995,-75700.15999999996
75,84619,107096,951505.7300000014,103197.26999999912,1262389.0699998424,38186,44169,392963.3099999999,27006.619999999948,475650.610000027,46433,62927,558542.4200000016,76190.64999999916,786738.4599998154
203,1065,270,36951.89999999998,294.12,40146.53999999998,1408,458,48469.89000000003,632.19,52850.82999999997,-343,-188,-11517.990000000049,-338.07000000000005,-12704.289999999994
221,31,20,1756.71,11.7,2159.2999999999997,74,49,3631.1099999999997,30.35,4549.830000000001,-43,-29,-1874.3999999999996,-18.650000000000002,-2390.530000000001
265,1457,1202,54641.60999999999,2035.2799999999997,61160.57000000002,3714,3238,160215.73,8730.079999999996,182428.68999999948,-2257,-2036,-105574.12000000002,-6694.7999999999965,-121268.11999999946
141,319,5,9447.18,119.19,10657.890000000003,6717,7864,109884.04000000002,13995.390000000021,150401.33999999875,-6398,-7859,-100436.86000000002,-13876.20000000002,-139743.44999999873
151,497,55,12397.970000000003,176.0,14104.33,14290,17186,143609.28,15786.900000000005,179224.95999999874,-13793,-17131,-131211.31,-15610.900000000005,-165120.62999999875
145,7410,9169,101533.76000000002,10877.650000000009,129212.34999999881,6377,7508,81874.51999999999,7194.740000000006,99190.80999999928,1033,1661,19659.240000000034,3682.9100000000026,30021.539999999528
200,1269,250,36993.64000000003,467.4599999999999,42080.40999999999,1518,924,35163.560000000005,1570.7500000000002,41311.38000000002,-249,-674,1830.0800000000236,-1103.2900000000004,769.0299999999697
56,3074,1811,59371.05000000006,1027.71,67266.65000000004,7885,9008,100714.16000000013,3462.3100000000004,116059.23999999848,-4811,-7197,-41343.11000000007,-2434.6000000000004,-48792.58999999844
109,2,1,45.36,0.0,58.699999999999996,13,6,637.74,21.21,828.62,-11,-5,-592.38,-21.21,-769.92
254,3750,841,105962.11000000013,1562.0199999999998,119609.96999999974,3749,1421,99636.38000000006,1590.84,110656.19999999975,1,-580,6325.730000000069,-28.820000000000164,8953.76999999999
213,5424,1866,135167.3500000003,2518.1000000000004,154903.98000000016,5716,2746,127977.22000000038,2649.3199999999997,145216.87,-292,-880,7190.129999999917,-131.21999999999935,9687.11000000016
228,2290,1007,59260.54000000005,2285.36,66732.37,4454,3463,92601.09000000004,5129.600000000001,105316.95999999964,-2164,-2456,-33340.54999999999,-2844.240000000001,-38584.58999999965
170,473,8,15154.260000000002,176.0,17769.82,4220,3622,109614.77000000008,9081.419999999998,138892.46999999965,-3747,-3614,-94460.51000000007,-8905.419999999998,-121122.64999999964
58,126,55,2849.8000000000006,121.63999999999999,3298.71,217,100,5464.3099999999995,205.97,6195.359999999999,-91,-45,-2614.509999999999,-84.33000000000001,-2896.6499999999987
188,8671,2513,173672.74000000022,3642.7699999999986,193508.5799999992,9996,5113,184102.85000000038,8134.299999999996,210054.72999999818,-1325,-2600,-10430.11000000016,-4491.529999999997,-16546.149999998976
11,831,160,21692.03999999998,280.65,23947.14,1104,343,30697.449999999983,536.63,33718.77,-273,-183,-9005.410000000003,-255.98000000000002,-9771.629999999997
33,26185,30023,383753.8099999996,46302.61999999993,480527.65000001807,11615,12548,131726.52000000043,13486.280000000004,161310.32999999815,14570,17475,252027.28999999916,32816.339999999924,319217.3200000199
204,8,2,669.78,0.0,817.74,9,5,721.6,0.0,881.6999999999999,-1,-3,-51.82000000000005,0.0,-63.95999999999992
83,5540,6314,70814.45000000003,4855.41,84018.66999999917,6017,7823,61770.98,2915.3800000000006,72964.74999999921,-477,-1509,9043.470000000023,1940.0299999999993,11053.919999999955
150,1006,296,24188.640000000003,497.95000000000005,26843.009999999973,1500,931,29486.41,1246.85,33477.34,-494,-635,-5297.769999999997,-748.8999999999999,-6634.330000000024
68,271,12,8738.129999999997,137.5,9880.340000000002,3455,3175,91901.88000000002,8341.14,114729.77999999972,-3184,-3163,-83163.75000000003,-8203.64,-104849.43999999973
71,4068,739,89778.68000000031,1268.25,100101.32999999975,4211,1327,86150.28000000022,1525.8900000000006,96096.42999999979,-143,-588,3628.400000000096,-257.64000000000055,4004.899999999965
106,2040,1239,38753.76999999997,2325.63,45058.83000000003,3563,3425,43985.84999999998,4130.900000000001,53457.95000000007,-1523,-2186,-5232.080000000009,-1805.2700000000004,-8399.120000000039
260,18747,27758,217728.77000000008,18617.96,263003.7200000102,10807,14664,114941.41000000009,5408.76,135450.0799999969,7940,13094,102787.35999999999,13209.199999999999,127553.64000001331
116,18790,19916,240362.28999999992,19164.71000000001,293280.650000007,17033,19369,164539.25000000015,12014.589999999997,198969.65999999864,1757,547,75823.03999999978,7150.1200000000135,94310.99000000837
147,1486,688,30983.01,494.02,35107.52000000002,1913,1209,34615.57000000001,656.26,39080.76000000007,-427,-521,-3632.5600000000086,-162.24,-3973.240000000049
14,3871,994,108123.42000000007,1669.1799999999998,120050.20999999983,4586,2279,123526.94000000005,6501.7300000000005,139898.11999999962,-715,-1285,-15403.519999999975,-4832.550000000001,-19847.909999999785
198,1111,330,26302.629999999976,563.29,29785.44000000002,2772,2659,54943.27000000003,2402.21,62260.86999999999,-1661,-2329,-28640.640000000058,-1838.92,-32475.429999999968
123,2075,491,48389.119999999995,745.55,54176.510000000075,2139,689,48021.379999999976,888.8899999999999,53129.37000000003,-64,-198,367.7400000000198,-143.33999999999992,1047.140000000043
158,15,"",544.26,8.25,612.9100000000001,944,985,24040.14,2892.0099999999993,30735.080000000038,-929,"",-23495.88,-2883.7599999999993,-30122.17000000004
242,6001,2057,122000.30999999988,2415.0,138464.219999999,5498,1630,110678.77999999991,2100.3799999999997,124409.95999999903,503,427,11321.52999999997,314.62000000000035,14054.25999999998
135,1398,564,32827.230000000025,659.0600000000001,36818.590000000004,4870,5139,69206.31000000006,4730.619999999999,81544.27999999959,-3472,-4575,-36379.08000000003,-4071.559999999999,-44725.68999999959
248,1722,776,35643.89000000001,610.09,40611.11999999999,1986,1231,38342.48,781.87,43220.830000000045,-264,-455,-2698.5899999999965,-171.77999999999997,-2609.7100000000573
42,48844,49918,586184.6399999983,30425.609999999986,699384.2100000404,47052,52117,428871.62,21437.64999999998,513146.06000004505,1792,-2199,157313.01999999827,8987.960000000006,186238.1499999953
119,2952,1262,67266.29999999997,1172.67,75889.7399999999,4099,2928,74686.55999999997,1346.24,84231.26999999987,-1147,-1666,-7420.259999999995,-173.56999999999994,-8341.52999999997
2,1,1,3.0,0.0,6.59,22,2,959.94,8.25,1086.0700000000002,-21,-1,-956.94,-8.25,-1079.4800000000002
79,132,5,4012.5799999999995,58.900000000000006,4511.560000000001,3175,3319,72038.66000000002,7926.990000000001,92825.6499999997,-3043,-3314,-68026.08000000002,-7868.090000000001,-88314.0899999997
201,420,118,18437.939999999995,120.27,20586.909999999996,532,192,21544.329999999994,428.21,24295.389999999996,-112,-74,-3106.3899999999994,-307.94,-3708.4799999999996
131,1657,349,43242.64999999998,489.2,48075.76000000009,2577,1635,55639.06999999999,1758.12,62486.270000000135,-920,-1286,-12396.420000000013,-1268.9199999999998,-14410.510000000046
149,1237,300,28656.23000000001,301.57,32001.140000000047,1480,374,34518.099999999984,682.45,38528.770000000055,-243,-74,-5861.8699999999735,-380.88000000000005,-6527.630000000008
118,19,18,944.06,12.22,1104.9,42,34,2194.58,116.44000000000001,2808.2799999999997,-23,-16,-1250.52,-104.22000000000001,-1703.3799999999997
124,626,160,17949.78,191.2,19807.770000000008,954,420,26592.730000000003,650.5,29439.98,-328,-260,-8642.950000000004,-459.3,-9632.209999999992
30,18,25,923.8299999999999,8.25,974.8399999999999,46,41,2224.8,31.2,2389.1099999999997,-28,-16,-1300.9700000000003,-22.95,-1414.2699999999998
99,1,"",67.16,0.0,82.45,2,1,180.2,2.75,219.79000000000002,-1,"",-113.03999999999999,-2.75,-137.34000000000003
184,80,54,2073.89,54.120000000000005,2414.39,280,68,8356.400000000001,136.7,9400.600000000002,-200,-14,-6282.510000000002,-82.57999999999998,-6986.210000000003
66,16777,24520,260916.04000000004,42247.02999999997,343070.1000000089,5335,5999,58172.21000000002,6244.259999999996,71441.25999999957,11442,18521,202743.83000000002,36002.769999999975,271628.8400000093
46,274,88,10372.759999999998,200.21,11696.52,312,164,11752.439999999999,261.85,12925.170000000002,-38,-76,-1379.6800000000003,-61.640000000000015,-1228.6500000000015
67,818,199,22058.309999999994,263.70000000000005,24458.319999999996,1164,517,29377.91,651.8800000000001,32410.879999999997,-346,-318,-7319.600000000006,-388.18000000000006,-7952.560000000001
186,110,7,3560.8799999999997,19.25,4043.8000000000006,2839,2926,72474.84000000001,7866.949999999999,92256.01999999974,-2729,-2919,-68913.96,-7847.699999999999,-88212.21999999974
174,4279,1739,101214.95999999993,2484.23,114659.94999999963,3666,1369,81703.61999999991,1594.1899999999998,91673.41999999977,613,370,19511.340000000026,890.0400000000002,22986.529999999868
215,2958,692,82568.46000000025,1425.5500000000002,91656.02000000002,5070,3571,93648.01000000017,4042.1700000000005,107388.30999999992,-2112,-2879,-11079.549999999916,-2616.6200000000003,-15732.289999999906
172,6,8,182.7,2.75,217.73000000000002,18,16,907.17,47.949999999999996,1195.63,-12,-8,-724.47,-45.199999999999996,-977.9000000000001
252,556,213,15062.529999999995,231.98000000000002,17237.819999999992,1162,985,26224.439999999995,1135.3400000000001,29912.92000000003,-606,-772,-11161.91,-903.3600000000001,-12675.100000000039
144,94,7,2985.89,33.0,3264.3399999999992,1442,1662,27251.62,3422.8999999999987,36152.060000000034,-1348,-1655,-24265.73,-3389.8999999999987,-32887.72000000004
153,643,397,12589.440000000002,338.4,14160.399999999998,700,485,13094.509999999998,556.1,14813.869999999999,-57,-88,-505.06999999999607,-217.70000000000005,-653.4700000000012
18,2837,1346,70790.60999999996,1514.68,79903.0199999999,3234,2007,69761.10999999994,1806.3599999999997,78461.40999999995,-397,-661,1029.5000000000146,-291.6799999999996,1441.609999999957
74,98094,123215,1060902.5399999984,112182.70999999945,1367562.2499997732,49191,58526,440479.55,29587.579999999947,538857.1100000456,48903,64689,620422.9899999984,82595.12999999951,828705.1399997276
138,139,184,3022.18,400.53,3593.329999999999,10140,13690,180251.97999999998,29122.729999999952,234991.26000000164,-10001,-13506,-177229.8,-28722.199999999953,-231397.93000000165
180,371,148,10355.510000000002,113.18,11281.419999999998,633,374,16491.76,432.96000000000004,18261.069999999996,-262,-226,-6136.249999999996,-319.78000000000003,-6979.649999999998
134,9085,10113,121998.15000000014,9457.379999999996,145969.39999999804,5787,6148,76940.30000000003,5047.389999999999,91471.35999999946,3298,3965,45057.85000000011,4409.989999999996,54498.03999999858
36,2409,2246,50458.25000000001,4025.55,60473.00999999997,2786,2541,53549.52999999999,3751.750000000001,62257.52999999997,-377,-295,-3091.2799999999843,273.7999999999993,-1784.5199999999968
187,14,8,519.55,2.75,702.9300000000001,40,32,2014.16,36.96,2535.4300000000003,-26,-24,-1494.6100000000001,-34.21,-1832.5000000000002
208,2046,729,47110.359999999986,1979.64,54458.99000000008,2305,1243,53991.63,2368.3599999999997,62224.410000000076,-259,-514,-6881.270000000011,-388.7199999999996,-7765.419999999998
89,6141,2142,138290.05000000008,2786.500000000001,155085.15999999974,8634,5070,180892.0900000002,8313.88,206004.76999999888,-2493,-2928,-42602.040000000125,-5527.379999999998,-50919.60999999914
